country_code, year, co2(tonnes), gdp(USD), pop_rel, pop_tot, electric_sources(Kwh)
BGR,1967,55107665.55,,0.629747481,8310226,
BGR,1968,59463507.8,,0.711964743,8369603,
BGR,1969,66307711.22,,0.768509669,8434172,
BGR,1970,61173971.76,,0.654727362,8489574,
BGR,1971,64219683.86,,0.549996514,8536395,0
BGR,1972,66075143.91,,0.465213742,8576200,0
BGR,1973,68711214.8,,0.520633441,8620967,0
BGR,1974,71128234.96,,0.667967361,8678745,0
BGR,1975,72911664.24,,0.482739308,8720742,0
BGR,1976,72952174.19,,0.433163461,8758599,0
BGR,1977,75780104.26,,0.51909888,8804183,0
BGR,1978,81187203.75,,0.111804755,8814032,0
BGR,1979,78904406.47,,0.135011573,8825940,0
BGR,1980,77224680.57,19839230769.2308,0.402488745,8861535,0
BGR,1981,80057897.15,19870000000,0.333268825,8891117,0
BGR,1982,89811672.1,19342000000,0.295812783,8917457,0
BGR,1983,90025843.07,16563666666.6667,0.249546601,8939738,0
BGR,1984,87006268.04,17594944444.4444,0.23397231,8960679,0
BGR,1985,89182985.39,17155421052.6316,-0.001473114,8960547,0
BGR,1986,91128250.69,20249294117.6471,-0.026519755,8958171,0
BGR,1987,91228052.79,28101000000,0.147109293,8971359,0
BGR,1988,86865200.12,22555941176.4706,0.112372424,8981446,0
BGR,1989,86437206.24,21988444444.4444,-1.170038599,8876972,0
BGR,1990,78672941.86,20632090909.0909,-1.803750479,8718289,0
BGR,1991,60058049.46,10943548387.0968,-0.99042598,8632367,0
BGR,1992,56839995.02,10350515463.9175,-1.073853191,8540164,0
BGR,1993,57483412.74,10829710144.9275,-0.797665852,8472313,0
BGR,1994,55936140.24,9697416974.16974,-0.339586079,8443591,0
BGR,1995,57536986.81,18983303571.4286,-0.4453985,8406067,0
BGR,1996,57952542.89,12294221472.7375,-0.51572988,8362826,0
BGR,1997,55181619.81,11315986087.1633,-0.608797355,8312068,0
BGR,1998,52526259.83,15030695296.5235,-0.667302701,8256786,0
BGR,1999,46096271.91,13627323284.5405,-0.560648225,8210624,0
BGR,2000,45213926.4,13245833843.5454,-0.493896417,8170172,0
BGR,2001,48923315.34,14183497963.1071,-1.990632204,8009142,0
BGR,2002,46166363.77,16402846413.0958,-2.17069878,7837161,0
BGR,2003,50414461.15,21144983551.6823,-0.792113638,7775327,0
BGR,2004,49508639.44,26157894736.8421,-0.754796951,7716860,1000000
BGR,2005,50591294.73,29869283400.0381,-0.752977445,7658972,5000000
BGR,2006,51825570.51,34379808888.6039,-0.759505916,7601022,20000000
BGR,2007,55637034.18,44405101469.5591,-0.735282284,7545338,47000000
BGR,2008,53972792.56,54438966419.8639,-0.701922745,7492561,138000000
BGR,2009,45707145.13,52023504656.2878,-0.644281363,7444443,248000000
BGR,2010,47792803.35,50381825504.2642,-0.658275447,7395599,731000000
BGR,2011,53116467.41,57386216850.3377,-0.641228921,7348328,1018000000
BGR,2012,48269491.35,54033250328.5151,-0.579220596,7305888,2101000000
BGR,2013,42586002.72,55615397665.5809,-0.559647217,7265115,2845000000
BGR,2014,45142469.21,56901994980.3283,-0.568389264,7223938,2783000000
BGR,2015,48132691.51,50647442756.7445,-0.638069468,7177991,3107000000
BHR,1961,1769712,,3.310415782,167894,
BHR,1962,1590176,,3.079079032,173144,
BHR,1963,1194464,,2.844613979,178140,
BHR,1964,1597504,,2.629871778,182887,
BHR,1965,1227440,,2.45423019,187431,
BHR,1966,648528,,2.293810404,191780,
BHR,1967,1003936,,2.208715443,196063,
BHR,1968,1102864,,2.314101185,200653,
BHR,1969,1271408,,2.650783686,206043,
BHR,1970,2590448,,3.13510991,212605,
BHR,1971,3037456,,3.560873952,220312,0
BHR,1972,3678656,,3.935390699,229155,0
BHR,1973,5517984,,4.426751488,239527,0
BHR,1974,5400736,,5.040970517,251911,0
BHR,1975,5748816,,5.645973091,266543,0
BHR,1976,6569552,,6.256503579,283752,0
BHR,1977,7463568,,6.620957931,303175,0
BHR,1978,7760352,,6.480545178,323473,0
BHR,1979,8126752,,5.802862124,342799,0
BHR,1980,7881264,3072698328.46909,4.864860237,359888,0
BHR,1981,8518800,3467819148.93617,3.878372963,374120,0
BHR,1982,9830512,3645744680.85106,3.113122583,385950,0
BHR,1983,8222016,3735106382.97872,2.685219182,396454,0
BHR,1984,9200304,3905585106.38298,2.680583903,407225,0
BHR,1985,10185920,3651861702.12766,2.952602004,419428,0
BHR,1986,11002992,3052393617.02128,3.295378077,433480,0
BHR,1987,11420688,3392021010.6383,3.511263863,448971,0
BHR,1988,12142562.28,3702393617.02128,3.550482373,465198,0
BHR,1989,11716745.85,3863563829.78723,3.358500552,481087,0
BHR,1990,12405381.15,4229787234.04255,3.038867721,495931,0
BHR,1991,11855329.08,4616223404.25532,2.750322258,509760,0
BHR,1992,10873843.51,4751063829.78723,2.580585977,523086,0
BHR,1993,14609781.84,5200265957.44681,2.477998889,536210,0
BHR,1994,14755641.13,5567553457.44681,2.463393346,549583,0
BHR,1995,14787087.46,5849467819.14894,2.535706425,563697,0
BHR,1996,15589624.52,6101861436.17021,2.620858138,578666,0
BHR,1997,17287730.73,6349202393.61702,2.771997796,594931,0
BHR,1998,18365542.27,6183776595.74468,3.106077696,613700,0
BHR,1999,17988113.31,6621010372.34043,3.65426213,636541,0
BHR,2000,18617914.65,9062898936.17021,4.31530764,664611,0
BHR,2001,13905337.45,8976196808.51064,4.836512065,697545,0
BHR,2002,15677178.19,9593510638.29787,5.25020912,735146,0
BHR,2003,16437202.57,11074813829.7872,5.756701712,778708,0
BHR,2004,17439106.33,13150159574.4681,6.360159526,829844,0
BHR,2005,19132508.94,15968723404.2553,6.904396412,889164,0
BHR,2006,18756920.19,18504760638.2979,7.500231305,958418,0
BHR,2007,26770051.89,21730000000,7.776022595,1035919,0
BHR,2008,29682446.87,25710904255.3191,7.324342452,1114641,0
BHR,2009,28097529.42,22938218085.1064,6.127452758,1185076,0
BHR,2010,29074829.99,25713271276.5957,4.599778006,1240860,0
BHR,2011,28438830.2,28776595744.6809,2.960981473,1278151,0
BHR,2012,26448224.54,30749308510.6383,1.690591501,1299943,0
BHR,2013,31083889.86,32539468085.1064,1.153830127,1315029,0
BHR,2014,31088952.53,33387712765.9574,1.587749264,1336075,0
BHR,2015,32846928.17,31050638297.8723,2.642471156,1371851,0
BIH,1961,5515383.17,,1.932279396,3288603,
BIH,1962,5659757.69,,1.9460013,3353226,
BIH,1963,6296268.34,,1.90080751,3417574,
BIH,1964,7133403.83,,1.781309122,3478997,
BIH,1965,7339516.67,,1.615114429,3535643,
BIH,1966,7272815.75,,1.43195377,3586636,
BIH,1967,7346106.91,,1.275374981,3632672,
BIH,1968,7856947.22,,1.17081968,3675454,
BIH,1969,8146264.82,,1.136612893,3717468,
BIH,1970,10645562.34,,1.151684762,3760529,
BIH,1971,11472749.59,,1.183177654,3805287,
BIH,1972,10752182.3,,1.198116845,3851153,
BIH,1973,12843901.67,,1.190013177,3897256,
BIH,1974,12899275.95,,1.147256897,3942225,
BIH,1975,13458773.11,,1.081837598,3985105,
BIH,1976,13890217.52,,1.002733494,4025266,
BIH,1977,13506571.27,,0.937812208,4063193,
BIH,1978,15092812.42,,0.910297432,4100349,
BIH,1979,16415802.81,,0.93383894,4138819,
BIH,1980,16140627.32,,0.98660755,4179855,
BIH,1981,17565320,,1.014394477,4222471,
BIH,1982,16135278.25,,1.006505461,4265185,
BIH,1983,17375005.02,,0.996615073,4307905,
BIH,1984,18323443.97,,0.985677293,4350577,
BIH,1985,18691083.03,,0.950605074,4392131,
BIH,1986,19519919.23,,0.991982804,4435917,
BIH,1987,19396345.29,,0.978131583,4479519,
BIH,1988,20074064.54,,0.666195959,4509461,
BIH,1989,20029623.29,,-0.036308047,4507824,
BIH,1990,20014105.24,,-0.989859326,4463423,0
BIH,1991,14151460.28,,-2.130879873,4369319,0
BIH,1992,15027560.62,,-3.153651532,4233676,0
BIH,1993,12579437.48,,-3.723423115,4078937,0
BIH,1994,3204386.26,1255802469.1358,-3.553831484,3936524,0
BIH,1995,3402787.16,1866572953.73665,-2.768136976,3829050,0
BIH,1996,4238460.06,2786045321.63743,-1.70216035,3764425,0
BIH,1997,8365275.64,3671816504.23851,-0.756087034,3736070,0
BIH,1998,10551294.25,4116699437.4041,-0.046396402,3734337,0
BIH,1999,10333947.42,4685733115.46841,0.241170821,3743354,0
BIH,2000,13701293.89,5505887894.48893,0.208738983,3751176,0
BIH,2001,13263777.75,5748993411.42021,0.115523663,3755512,0
BIH,2002,14172601.19,6651106833.49374,0.103128474,3759387,0
BIH,2003,14350196.7,8369878822.85055,0.07408038,3762173,0
BIH,2004,15462454.07,10596205714.2857,0.053704531,3764194,0
BIH,2005,16045983.93,11222953519.4252,0.030201109,3765331,0
BIH,2006,17386718.31,12864610993.5219,0.002469872,3765424,0
BIH,2007,17474331.92,15778767669.6991,-0.070083064,3762786,0
BIH,2008,19958648.8,19112739664.4697,-0.226551525,3754271,0
BIH,2009,20537094.07,17613836209.9581,-0.489520028,3735938,0
BIH,2010,21145640.45,17176781336.7644,-0.818827889,3705472,0
BIH,2011,23761289.19,18644723860.9709,-1.20265119,3661175,0
BIH,2012,22136196.7,17226849297.07,-1.547013043,3604972,0
BIH,2013,21801049.19,18178503835.4491,-1.745167149,3542605,0
BIH,2014,22117606.33,18558343508.3435,-1.722562344,3482104,0
BIH,2015,24764166.95,16211541820.2438,-1.526276235,3429361,0
BLR,1961,38588550.42,,0.889131363,8271216,
BLR,1962,40499845.33,,0.97108747,8351928,
BLR,1963,43433397.04,,1.016188232,8437232,
BLR,1964,46191359.81,,1.02576999,8524224,
BLR,1965,48999697.94,,1.001232581,8610000,
BLR,1966,51745747.47,,0.999586747,8696496,
BLR,1967,54107541.65,,1.01992951,8785648,
BLR,1968,55627500.28,,1.00683742,8874552,
BLR,1969,57932494.68,,0.961629977,8960304,
BLR,1970,60933609.85,,0.885501942,9040000,
BLR,1971,64662961.52,,0.832542427,9115576,
BLR,1972,68034992.87,,0.801903541,9188968,
BLR,1973,70908803.38,,0.740577073,9257272,
BLR,1974,73608857.46,,0.64939628,9317584,
BLR,1975,77372741.87,,0.52895066,9367000,
BLR,1976,80328082.88,,0.468634365,9411000,
BLR,1977,83036346.52,,0.551023965,9463000,
BLR,1978,85866352.97,,0.653046349,9525000,
BLR,1979,86557943.64,,0.617512036,9584000,
BLR,1980,89944263.35,,0.613722216,9643000,
BLR,1981,88214222.81,,0.692401877,9710000,
BLR,1982,89873163,,0.677412013,9776000,
BLR,1983,91132913.93,,0.683014022,9843000,
BLR,1984,91928144.56,,0.678380569,9910000,
BLR,1985,99144368.02,,0.653761443,9975000,
BLR,1986,99377454.15,,0.679391164,10043000,
BLR,1987,103547683.8,,0.67480657,10111000,
BLR,1988,106371545.4,,0.286405805,10140000,
BLR,1989,104102929.6,,0.29542119,10170000,
BLR,1990,104134684,21650000000,0.186649693,10189000,0
BLR,1991,97040059.43,18000000000,0.049060493,10194000,0
BLR,1992,89990445.67,17037037037.037,0.215580681,10216000,0
BLR,1993,77615578.65,16280991735.5372,0.224883986,10239000,0
BLR,1994,64372957.01,14932024169.1843,-0.117267677,10227000,0
BLR,1995,57947489.38,13972676840.918,-0.323196991,10194000,0
BLR,1996,59202274.22,14756846153.8462,-0.334086977,10160000,0
BLR,1997,62545835.56,14128408565.7064,-0.424126493,10117000,0
BLR,1998,59407818.58,15222012660.4232,-0.475578029,10069000,0
BLR,1999,56991207.07,12138486532.0203,-0.420607218,10026738,0
BLR,2000,55458034.89,12736856827.9847,-0.471131335,9979610,0
BLR,2001,55560330.2,12354820143.8849,-0.512966688,9928549,0
BLR,2002,55677156.72,14594249022.8922,-0.636565666,9865548,0
BLR,2003,57112286.62,17827791321.3067,-0.699809191,9796749,0
BLR,2004,60767191.52,23144351851.8519,-0.682169472,9730146,1000000
BLR,2005,62049394.39,30207567316.6202,-0.68300556,9663915,1000000
BLR,2006,64861610.27,36954312354.3124,-0.612296198,9604924,3000000
BLR,2007,64263922.83,45277399813.6067,-0.458847536,9560953,15000000
BLR,2008,66390058.88,60763483146.0674,-0.345415054,9527985,34000000
BLR,2009,61937832.26,50874078052.2735,-0.22296073,9506765,61000000
BLR,2010,63862389.67,57222490768.7143,-0.170360662,9490583,85000000
BLR,2011,62772746.14,61757788944.7236,-0.183624023,9473172,96000000
BLR,2012,63674757.09,65685102554.8759,-0.091637482,9464495,101000000
BLR,2013,64423697.5,75527984234.2342,0.015868579,9465997,128000000
BLR,2014,63779985.33,78813839984.3506,0.089902558,9474511,130000000
BLR,2015,58965752.83,56454734396.5842,0.159300802,9489616,171000000
BLZ,1961,36640,29964370.7125857,2.826169131,94703,
BLZ,1962,69616,31856922.8615428,2.791624743,97384,
BLZ,1963,62288,33749405.0118998,2.814691655,100164,
BLZ,1964,84272,36193826.1234775,2.85898242,103069,
BLZ,1965,84272,40069930.0699301,2.916243907,106119,
BLZ,1966,80608,44405594.4055944,2.996520597,109347,
BLZ,1967,120912,47379310.3448276,3.013212171,112692,
BLZ,1968,102592,44910179.6407186,2.945748135,116061,
BLZ,1969,135568,47305389.2215569,2.719845374,119261,
BLZ,1970,120912,53233532.9341317,2.419736768,122182,
BLZ,1971,142896,59207317.0731707,2.114462824,124793,
BLZ,1972,157552,66062500,1.871112725,127150,
BLZ,1973,146560,78343558.2822086,1.672138912,129294,
BLZ,1974,153888,103216374.269006,1.544921192,131307,
BLZ,1975,175872,118066298.342541,1.476401422,133260,
BLZ,1976,175872,96905829.5964126,1.406096778,135147,
BLZ,1977,197856,117650000,1.353755572,136989,
BLZ,1978,216176,136300000,1.432147223,138965,
BLZ,1979,208848,151800000,1.669857191,141305,
BLZ,1980,190528,197938222.429283,1.996843481,144155,
BLZ,1981,183200,196089854.656347,2.338642375,147566,
BLZ,1982,172208,182206326.985709,2.631009162,151500,
BLZ,1983,172208,192103185.955321,2.812870519,155822,
BLZ,1984,172208,214381949.019381,2.862588675,160347,
BLZ,1985,190528,212643742.664706,2.812635448,164921,
BLZ,1986,205184,231638320.535566,2.778745494,169568,
BLZ,1987,227168,281082558.5859,2.763866433,174320,
BLZ,1988,249152,320093360.27245,2.664952755,179028,
BLZ,1989,300448,369133890.704745,2.45034977,183469,
BLZ,1990,311440,412086445.492176,2.20104244,187552,
BLZ,1991,359072,444720750,1.888722037,191128,
BLZ,1992,355408,518239100,1.658350843,194324,
BLZ,1993,377392,559858250,1.682924606,197622,
BLZ,1994,373728,580863700,2.032616773,201680,
BLZ,1995,377392,620140400,2.585775045,206963,
BLZ,1996,307776,641383800,3.186465435,213664,
BLZ,1997,388384,654314350,3.637901042,221580,
BLZ,1998,370064,688992450,3.835591807,230244,
BLZ,1999,348080,732750000,3.72737253,238988,
BLZ,2000,395712,832050000,3.42494863,247315,
BLZ,2001,447008,868350000,3.084774571,255063,
BLZ,2002,432352,925050000,2.827563862,262378,
BLZ,2003,432352,983500000,2.650384639,269425,
BLZ,2004,392048,1051350000,2.593522892,276504,
BLZ,2005,421360,1102050000,2.604447732,283800,
BLZ,2006,443344,1210150000,2.618344801,291329,
BLZ,2007,476320,1271600000,2.60739692,299025,
BLZ,2008,436016,1351350000,2.574385215,306823,
BLZ,2009,586240,1317300000,2.520576643,314655,
BLZ,2010,538608,1377200000,2.451470158,322464,
BLZ,2011,600896,1460800000,2.381907641,330237,
BLZ,2012,476320,1522900000,2.323531697,338000,
BLZ,2013,512960,1579400000,2.256884073,345715,
BLZ,2014,494640,1662800000,2.188961079,353366,
BLZ,2015,522260.9,1723800000,2.118799855,360933,
BMU,1961,175872,89249986.7007156,2.477477477,45500,
BMU,1962,157552,94149985.9705588,2.417582418,46600,
BMU,1963,150224,96366652.3069165,2.360515021,47700,
BMU,1964,201520,107566650.637987,2.51572327,48900,
BMU,1965,179536,114339048.962736,2.45398773,50100,
BMU,1966,201520,134173373.782802,1.796407186,51000,
BMU,1967,212512,155102984.621576,1.960784314,52000,
BMU,1968,223504,150000000,1.923076923,53000,
BMU,1969,197856,164900000,1.886792453,54000,
BMU,1970,227168,186300000,1.851851852,55000,
BMU,1971,230832,211100000,-0.727272727,54600,
BMU,1972,252816,235400000,-0.732600733,54200,
BMU,1973,425024,269500000,-0.73800738,53800,
BMU,1974,443344,312600000,-0.743494424,53400,
BMU,1975,458000,345000000,-0.74906367,53000,
BMU,1976,468992,386300000,0.377358491,53200,
BMU,1977,454336,447000000,0.37593985,53400,
BMU,1978,425024,475800000,0.374531835,53600,
BMU,1979,461664,517200000,0.373134328,53800,
BMU,1980,436016,613299968,1.617100372,54670,
BMU,1981,388384,739100032,0.695079568,55050,
BMU,1982,395712,785500032,0.72479564,55449,
BMU,1983,450672,889400000,0.867463796,55930,
BMU,1984,443344,985699968,0.881458967,56423,
BMU,1985,450672,1039500032,0.841855272,56898,
BMU,1986,421360,1173500032,0.850645014,57382,
BMU,1987,571584,1296499968,0.813844063,57849,
BMU,1988,644864,1415100032,0.860861899,58347,
BMU,1989,780432,1501500032,0.846658783,58841,
BMU,1990,501968,1592400000,0.824255196,59326,
BMU,1991,538608,1634900000,-0.514108485,59021,
BMU,1992,461664,1679900000,-0.721776995,58595,
BMU,1993,538608,1820359900,0.537588531,58910,
BMU,1994,531280,1867160100,0.695976914,59320,
BMU,1995,531280,2030750000,0.718138908,59746,
BMU,1996,527616,2695390000,0.641047099,60129,
BMU,1997,523952,2932827000,0.612017496,60497,
BMU,1998,520288,3130748000,0.737226639,60943,
BMU,1999,512960,3324433000,0.561180119,61285,
BMU,2000,516624,3480219000,0.894182916,61833,
BMU,2001,527616,3680483000,1.085181052,62504,
BMU,2002,556928,3937228000,0.652758223,62912,
BMU,2003,560592,4186525000,0.656472533,63325,
BMU,2004,582576,4484703000,0.655349388,63740,
BMU,2005,582576,4868136000,0.649513649,64154,
BMU,2006,652192,6144000000,0.575178477,64523,
BMU,2007,729136,6767000000,0.565689754,64888,
BMU,2008,648528,6980000000,0.593330046,65273,
BMU,2009,476320,6656000000,0.55612581,65636,
BMU,2010,608224,6634526000,-0.780059723,65124,
BMU,2011,443344,6312691000,-0.859898041,64564,
BMU,2012,476320,6378188000,0.362431076,64798,
BMU,2013,458000,6465756000,0.313281274,65001,
BMU,2014,575248,6413988000,0.210765988,65139,
BMU,2015,600532.45,6654541000,0.151985016,65239,
BOL,1961,1040397.7,406684585.719294,1.949961316,3728964,
BOL,1962,1098991.99,444665186.397102,1.965715235,3802990,
BOL,1963,1212546.27,478805990.083307,1.983928509,3879192,
BOL,1964,1479988.56,539491477.320156,2.005056613,3957757,
BOL,1965,1509330.27,604377104.377104,2.028799441,4038872,
BOL,1966,1688836.56,669191919.191919,2.049845409,4122517,
BOL,1967,1890386.27,755808080.808081,2.068420977,4208676,
BOL,1968,2176118.84,857912457.912458,2.088930513,4297517,
BOL,1969,2546153.13,929629629.62963,2.112004429,4389246,
BOL,1970,2483716.55,1017003367.00337,2.135893892,4484004,
BOL,1971,3058934.83,1095622895.6229,2.156244137,4581740,8000000
BOL,1972,3568141.68,1257615644.97932,2.172982469,4682390,12000000
BOL,1973,3454468.53,1262968515.74213,2.187023743,4785923,12000000
BOL,1974,3512943.95,2100249875.06247,2.198220897,4892293,12000000
BOL,1975,4054978.23,2404697651.17441,2.206056244,5001419,15000000
BOL,1976,4574827.4,2731984007.996,2.215382438,5113456,19000000
BOL,1977,4474857.13,3227436281.85907,2.220150004,5228252,19000000
BOL,1978,5020144.01,3758220889.55522,2.207313529,5344939,17000000
